dataset,classifier,splitting,feature_selection,scaling,n_features_orig,n_features,accuracy,precision,recall,f1,preprocess_time,training_time,prediction_time,f1_std
wine_quality,KNeighborsClassifier,holdout,variance,robust,13,6,0.7530221625251847,0.734858156860581,0.7530221625251847,0.7371322745422132,0.042569875717163,0.0259208679199218,0.2895033359527588,
wine_quality,KNeighborsClassifier,cv,variance,robust,13,6,0.7679330435328677,0.7531743641933139,0.7679330435328677,0.7544679630680321,0.0278688907623291,0.0235400676727294,0.2354368686676025,0.0078694527921988
wine_quality,DecisionTreeClassifier,holdout,variance,robust,13,6,0.7815648085963735,0.7784184242622593,0.7815648085963735,0.7797578312995586,0.0381867885589599,0.1301350593566894,0.0014066696166992,
wine_quality,DecisionTreeClassifier,cv,variance,robust,13,6,0.7964433452353239,0.7938560399927801,0.7964433452353239,0.794930189327118,0.0265825748443603,0.1794517040252685,0.0003519058227539,0.003952227204439
wine_quality,RandomForestClassifier,holdout,variance,robust,13,6,0.8572867696440564,0.8522993452608918,0.8572867696440564,0.853793232369085,0.0434298515319824,5.309737682342529,0.2801690101623535,
wine_quality,RandomForestClassifier,cv,variance,robust,13,6,0.8712978540260717,0.8671416057672765,0.8712978540260717,0.8682940756383151,0.046799898147583,7.116678285598755,0.1847995281219482,0.0038719025266846
wine_quality,LinearSVC,holdout,variance,robust,13,6,0.405977165883143,0.3766831313140448,0.405977165883143,0.3483497736401361,0.0531542301177978,9.169634580612184,0.0020740032196044,
wine_quality,LinearSVC,cv,variance,robust,13,6,0.4116971088248745,0.3830763658294736,0.4116971088248745,0.3562648165623391,0.0450434207916259,10.383292865753171,0.0021554946899414,0.0068508114161334
wine_quality,SVC,holdout,variance,robust,13,6,0.6089657488247145,0.5902987676741469,0.6089657488247145,0.5945958005266624,0.0526731014251709,13.08844780921936,9.424678802490234,
wine_quality,SVC,cv,variance,robust,13,6,0.6210966661951541,0.6028287692903647,0.6210966661951541,0.6057256557661104,0.028195571899414,7.145784091949463,5.92893238067627,0.0057960232183657
wine_quality,KNeighborsClassifier,holdout,variance,standard,13,6,0.7662860980523841,0.7508271740544535,0.7662860980523841,0.7514534049401558,0.0343296527862548,0.0164089202880859,0.2832658290863037,
wine_quality,KNeighborsClassifier,cv,variance,standard,13,6,0.7785613455740518,0.7642150893091401,0.7785613455740518,0.765303631332938,0.0204808712005615,0.0174193859100341,0.2215060710906982,0.0095494076515704
wine_quality,DecisionTreeClassifier,holdout,variance,standard,13,6,0.7860980523841504,0.7830409153348312,0.7860980523841504,0.784341840804153,0.0308136940002441,0.2199745178222656,0.0,
wine_quality,DecisionTreeClassifier,cv,variance,standard,13,6,0.8005234676847953,0.7979063429220339,0.8005234676847953,0.798985080629926,0.0200525760650634,0.1472609043121338,0.0,0.0039264877952291
wine_quality,RandomForestClassifier,holdout,variance,standard,13,6,0.8582941571524513,0.8534840015232418,0.8582941571524513,0.8550956179144935,0.0357513427734375,3.164743423461914,0.1501369476318359,
wine_quality,RandomForestClassifier,cv,variance,standard,13,6,0.8699880810942304,0.8658840132011353,0.8699880810942304,0.867016298794017,0.0227008342742919,3.5833250999450685,0.0996601581573486,0.0033426544405456
wine_quality,LinearSVC,holdout,variance,standard,13,6,0.4056413700470114,0.3750403211906382,0.4056413700470114,0.3478656115104132,0.0463011264801025,4.250890254974365,0.0,
wine_quality,LinearSVC,cv,variance,standard,13,6,0.4116971088248746,0.3832752495360111,0.4116971088248746,0.3563303531435916,0.0175028800964355,4.9097809314727785,0.0011204719543457,0.0069527971646926
wine_quality,SVC,holdout,variance,standard,13,6,0.6145063801208865,0.595213153218927,0.6145063801208865,0.5991424507203413,0.0134806632995605,5.447751522064209,7.729367256164551,
wine_quality,SVC,cv,variance,standard,13,6,0.6301638262795698,0.6112004121676706,0.6301638262795698,0.6139411783751513,0.0194925308227539,6.7431200504302975,5.745012950897217,0.007930894581971
wine_quality,KNeighborsClassifier,holdout,correlation,robust,13,10,0.7834116856950973,0.7676631384491676,0.7834116856950973,0.7691166706744988,0.0721735954284668,0.0252072811126709,0.5002598762512207,
wine_quality,KNeighborsClassifier,cv,correlation,robust,13,10,0.797854876063044,0.7828746808116713,0.797854876063044,0.7842311183032373,0.0378519058227539,0.021260929107666,0.3559645175933837,0.0130508595097324
wine_quality,DecisionTreeClassifier,holdout,correlation,robust,13,10,0.7904633982538617,0.7861503967079391,0.7904633982538617,0.7879800309831008,0.0302474498748779,0.2789392471313476,0.0,
wine_quality,DecisionTreeClassifier,cv,correlation,robust,13,10,0.8025890984194606,0.8006298159039815,0.8025890984194606,0.8012636255772311,0.0357196807861328,0.2463783264160156,0.0004209041595458,0.0080824136775488
wine_quality,RandomForestClassifier,holdout,correlation,robust,13,10,0.8712222968435192,0.8669604258096201,0.8712222968435192,0.868439901896331,0.0518937110900878,4.246272802352905,0.1833617687225341,
wine_quality,RandomForestClassifier,cv,correlation,robust,13,10,0.8838411226987599,0.8799738228869728,0.8838411226987599,0.8810537257154321,0.0334723472595214,4.805719566345215,0.0998468875885009,0.0067935136135234
wine_quality,LinearSVC,holdout,correlation,robust,13,10,0.4847212894560107,0.4564530052944044,0.4847212894560107,0.4597181989088286,0.0515744686126709,5.006783485412598,0.0053496360778808,
wine_quality,LinearSVC,cv,correlation,robust,13,10,0.4772335959636837,0.4536489398034002,0.4772335959636837,0.4531812879354741,0.0394812107086181,5.966037368774414,0.0004304885864257,0.0308685245184973
