dataset,classifier,splitting,feature_selection,scaling,n_features_orig,n_features,accuracy,precision,recall,f1,preprocess_time,training_time,prediction_time,f1_std
wine_quality,KNeighborsClassifier,holdout,none,none,13,13,0.7149093351242445,0.6929686442714682,0.7149093351242445,0.6968659733824332,0.015385866165161131,0.019990205764770508,0.16281867027282715,
wine_quality,KNeighborsClassifier,cv,none,none,13,13,0.7338806726601614,0.7166821328949577,0.7338806726601614,0.7191514373557931,0.0004934787750244142,0.025746679306030272,0.10162014961242677,0.008398198400290584
wine_quality,DecisionTreeClassifier,holdout,none,none,13,13,0.7938213566151779,0.7903510409173393,0.7938213566151779,0.7918230055426166,0.0,0.2329578399658203,0.02020096778869629,
wine_quality,DecisionTreeClassifier,cv,none,none,13,13,0.8134195334309766,0.8113601584697439,0.8134195334309766,0.8121191275215836,0.0003624916076660157,0.20019221305847168,0.0034437656402587892,0.008480037044500626
wine_quality,RandomForestClassifier,holdout,none,none,13,13,0.8759234385493619,0.8719022345788686,0.8759234385493619,0.8729694264079879,0.0,2.766125440597534,0.09998130798339844,
wine_quality,RandomForestClassifier,cv,none,none,13,13,0.8898353617885844,0.8862532684898076,0.8898353617885844,0.8871159177507317,0.000399017333984375,3.1606781482696533,0.06665568351745606,0.006166736759976334
wine_quality,KNeighborsClassifier,holdout,none,standard,13,13,0.8007051712558765,0.7867749175999263,0.8007051712558765,0.7872709229924374,0.015622615814208984,0.015623331069946287,0.4910867214202881,
wine_quality,KNeighborsClassifier,cv,none,standard,13,13,0.8151325573886751,0.8025802360786904,0.8151325573886751,0.8032819627942963,0.007749700546264648,0.024887275695800785,0.32363052368164064,0.009026977317514112
wine_quality,DecisionTreeClassifier,holdout,none,standard,13,13,0.794660846205507,0.7909340085599019,0.794660846205507,0.7925333877108717,0.01565861701965332,0.16919207572937012,0.0,
wine_quality,DecisionTreeClassifier,cv,none,standard,13,13,0.8125127070505498,0.8103780785197756,0.8125127070505498,0.8111129730431543,0.008738470077514649,0.20423879623413085,0.0,0.006839074519428746
wine_quality,RandomForestClassifier,holdout,none,standard,13,13,0.8735728676964406,0.8692708540809362,0.8735728676964406,0.8706179026146357,0.014317989349365234,2.752046823501587,0.09248781204223633,
wine_quality,RandomForestClassifier,cv,none,standard,13,13,0.8899864826034086,0.8868111104192875,0.8899864826034086,0.8874072420946707,0.006954050064086914,3.0881764888763428,0.06291580200195312,0.006601846783400521
wine_quality,KNeighborsClassifier,holdout,none,robust,13,13,0.7949966420416387,0.7802483614741031,0.7949966420416387,0.7815938810198721,0.015542030334472656,0.018171072006225586,0.4474310874938965,
wine_quality,KNeighborsClassifier,cv,none,robust,13,13,0.8127649387530629,0.7997185229489825,0.8127649387530629,0.8001841181529079,0.011784076690673828,0.023585987091064454,0.3127602100372314,0.008737727777552246
wine_quality,DecisionTreeClassifier,holdout,none,robust,13,13,0.7924781732706514,0.78866946581337,0.7924781732706514,0.7902976968597881,0.015609264373779297,0.17699241638183594,0.016132354736328125,
wine_quality,DecisionTreeClassifier,cv,none,robust,13,13,0.8118579220761097,0.8098775727843492,0.8118579220761097,0.8105887507186862,0.010205936431884766,0.19608602523803711,0.0022079944610595703,0.0072056787354477965
wine_quality,RandomForestClassifier,holdout,none,robust,13,13,0.8744123572867697,0.8702299595510417,0.8744123572867697,0.8711882115101925,0.0020346641540527344,2.7342565059661865,0.0942080020904541,
