Image,SSIM btw Original and Blur,SSIM btw Original and Deblurred,SSIM btw Blur and Deblurred,PSNR btw Original and Blur,PSNR btw Original and Deblurred,PSNR btw Blur and Deblurred
241_HONOR-7X_S.jpg,0.6869581475777903,0.7006009440725277,0.8687323171433267,76.95227444002228,76.24244883920241,77.59443034679391
92_IPHONE-7_S.jpeg,0.9114865404963449,0.8659171709752259,0.9192397023427201,82.84789328978293,80.52577433557282,81.91774508235412
69_SAMSUNG-GALAXY-J3_S.jpg,0.822991468747818,0.8326125907568572,0.8947860838299677,78.05800377225451,77.41344748071238,78.27591994319226
310_XIAOMI-PROCOFONE-F1_S.jpg,0.7809807632457916,0.7587991887478452,0.8619079296347026,78.30449179989286,77.29390558990157,78.55590341134037
23_HUAWEI-P20_S.jpg,0.5375272531043983,0.5951365529767871,0.8751550847530253,75.28892655138782,75.28393998569959,77.25702605927685
347_XIAOMI-PROCOFONE-F1_S.jpg,0.8003024667923051,0.8082549312917183,0.8955104245752844,77.81711928412638,77.3113955425143,78.52765004303618
59_IPHONE-6S_S.jpg,0.5086932217396668,0.5426506290303718,0.8618159344935737,75.22125411487104,75.13030546219606,78.05317082803633
304_SAMSUNG-GALAXY-J7_S.jpg,0.8816968470586298,0.8573422025332572,0.8742852934977868,80.63922978707673,79.05869226126245,79.81414124444136
35_IPHONE-6S_S.jpeg,0.7483245350620712,0.7492104758689965,0.8807812535781155,77.55909600206996,77.1532202301625,79.23754370711056
267_SONY-NEX-5T_S.JPG,0.82124651350262,0.7878660811605878,0.8977156182221918,79.94344986136338,78.69749377789859,81.33562474319218
168_CANON-6D-100MM_S.JPG,0.9166559205971766,0.8784719920864257,0.9171595539414544,81.6829213672828,79.97531557964243,80.89652321807594
211_SAMSUNG-GALAXY-7-NEO_S.jpg,0.9091167570985235,0.8373288249911403,0.8777933035250123,81.4556267697054,78.80179350277075,79.58268187904302
251_IPHONE-6S_S.jpeg,0.7998270667713201,0.7823172973013849,0.8510901174971278,78.47138173085743,77.37867607245592,78.5463375374163
213_ONEPLUS-3T_S.jpg,0.5437274596012067,0.5248492011939178,0.8380648297219788,77.43803244743123,76.89308895056027,80.29424816460704
256_SAMSUNG-GALAXY-GRAND-PRIME_S.jpg,0.8237570565880784,0.8210451318433506,0.8983872000439703,78.46843936439411,77.91260134850165,79.7107017160067
135_NIKON-D3400-18-55MM_S.JPG,0.7891224165296361,0.7932016043043358,0.9034984823062691,77.88893450098548,77.2613357986088,79.18293930334207
52_HONOR-8X_S.jpg,0.8773509789150665,0.8423105749007481,0.9136570588626031,80.97050796506053,79.42494941626467,80.97083181988779
16_IPHONE-7_S.jpeg,0.8906495830161519,0.8484565031154506,0.8993442856654715,82.63915032262605,80.19602888794554,81.55882167730141
150_NIKON-D3400-18-55MM_S.JPG,0.6386023809745466,0.6664672987250987,0.8798323004077296,75.64529307950819,75.42518201632848,77.36249354352583
206_IPHONE-7_S.jpg,0.8170417568011815,0.8021225957547533,0.8867562078276734,78.59364779529962,77.59823671373896,78.61363296556877
30_HONOR-8X_S.jpg,0.7884121723496541,0.7701099749850661,0.9180297758620112,78.30880381333645,77.6321407168503,80.74122870628779
140_SAMSUNG-GALAXY-J5_S.jpg,0.8318859290313614,0.7911072695626561,0.8806579956197758,78.87325720637544,77.69990360234272,79.27007883052374
