Image,SSIM btw Original and Blur,SSIM btw Original and Deblurred,SSIM btw Blur and Deblurred
165_SAMSUNG-GALAXY-J3_S.jpg,0.822655101931011,0.7940844434846478,0.8796721624593369
202_HUAWEI-P20-LITE_S.jpg,0.796309896369367,0.8065000003507475,0.891882341637352
259_XIAOMI-REDMI-7_S.jpg,0.7862934752552585,0.7799903895992029,0.8682790339411947
12_SAMSUNG-GALAXY-J5_S.jpg,0.8188930957740629,0.7895608063176743,0.8865635417756667
157_NIKON-D3400-35MM_S.JPG,0.5367670390831566,0.5769940936527177,0.8867576379178423
90_HONOR-7X_S.jpg,0.8044316682808912,0.7931582619024281,0.8862297006955345
169_HONOR-7X_S.jpg,0.7642421250989037,0.7375513614358423,0.842168568313276
185_HONOR-6X_S.jpg,0.5835216655067346,0.6248764370841643,0.8932926478917094
263_XIAOMI-REDMI-3S_S.jpg,0.7569679358483694,0.7639407988135255,0.8986332675507324
261_HONOR-10_S.jpg,0.4853263539494444,0.5187177838844192,0.8737023535723182
27_HONOR-8X_S.jpg,0.7491465035704962,0.7112460142765565,0.8375744263616793
79_HUAWEI-P30-PRO_S.jpg,0.7642580621002231,0.7595936367470225,0.884556573687303
