Image,SSIM btw Original and Blur,SSIM btw Original and Deblurred,SSIM btw Blur and Deblurred
241_HONOR-7X_S.jpg,0.6869581475777903,0.7006009440725277,0.8687323171433267
92_IPHONE-7_S.jpeg,0.9114865404963449,0.8659171709752259,0.9192397023427201
69_SAMSUNG-GALAXY-J3_S.jpg,0.822991468747818,0.8326125907568572,0.8947860838299677
310_XIAOMI-PROCOFONE-F1_S.jpg,0.7809807632457916,0.7587991887478452,0.8619079296347026
23_HUAWEI-P20_S.jpg,0.5375272531043983,0.5951365529767871,0.8751550847530253
347_XIAOMI-PROCOFONE-F1_S.jpg,0.8003024667923051,0.8082549312917183,0.8955104245752844
59_IPHONE-6S_S.jpg,0.5086932217396668,0.5426506290303718,0.8618159344935737
304_SAMSUNG-GALAXY-J7_S.jpg,0.8816968470586298,0.8573422025332572,0.8742852934977868
35_IPHONE-6S_S.jpeg,0.7483245350620712,0.7492104758689965,0.8807812535781155
267_SONY-NEX-5T_S.JPG,0.82124651350262,0.7878660811605878,0.8977156182221918
168_CANON-6D-100MM_S.JPG,0.9166559205971766,0.8784719920864257,0.9171595539414544
211_SAMSUNG-GALAXY-7-NEO_S.jpg,0.9091167570985235,0.8373288249911403,0.8777933035250123
251_IPHONE-6S_S.jpeg,0.7998270667713201,0.7823172973013849,0.8510901174971278
213_ONEPLUS-3T_S.jpg,0.5437274596012067,0.5248492011939178,0.8380648297219788
256_SAMSUNG-GALAXY-GRAND-PRIME_S.jpg,0.8237570565880784,0.8210451318433506,0.8983872000439703
135_NIKON-D3400-18-55MM_S.JPG,0.7891224165296361,0.7932016043043358,0.9034984823062691
52_HONOR-8X_S.jpg,0.8773509789150665,0.8423105749007481,0.9136570588626031
16_IPHONE-7_S.jpeg,0.8906495830161519,0.8484565031154506,0.8993442856654715
150_NIKON-D3400-18-55MM_S.JPG,0.6386023809745466,0.6664672987250987,0.8798323004077296
206_IPHONE-7_S.jpg,0.8170417568011815,0.8021225957547533,0.8867562078276734
30_HONOR-8X_S.jpg,0.7884121723496541,0.7701099749850661,0.9180297758620112
140_SAMSUNG-GALAXY-J5_S.jpg,0.8318859290313614,0.7911072695626561,0.8806579956197758
264_IPHONE-7_S.jpeg,0.7463520016953189,0.7611882732200449,0.8875421563851665
345_XIAOMI-PROCOFONE-F1_S.jpg,0.7921299888490076,0.7472805555454544,0.8355257390061442
174_HUAWEI-P20_S.jpg,0.846757312144101,0.8248433226398424,0.8925628160535006
122_HONOR-7X_S.jpg,0.6307619803104779,0.663765357727577,0.9038496528191461
314_IPHONE-5S_S.jpeg,0.8447853528670707,0.8188577120284473,0.8923311639478834
108_XIAOMI-MI8-SE_S.jpg,0.8409002899633827,0.8431582564547329,0.9151505211862497
184_HONOR-10_S.jpg,0.6935269126889141,0.6977769015151379,0.897175380059533
276_NIKON-D3400-18-55MM_S.JPG,0.7117331306456279,0.7223241824845799,0.8694935231624311
4_XIAOMI-PROCOFONE-F1_S.jpg,0.8313871086499383,0.8287720939011779,0.907207376218028
25_HUAWEI-Y9_S.jpg,0.6648367040436255,0.6631425756678402,0.8957391887970982
11_XIAOMI-MI8-SE_S.jpg,0.8431963825363212,0.8234361890079968,0.8897447864259035
207_SAMSUNG-GALAXY-J7_S.jpg,0.756474620208631,0.7460680577496404,0.8860140333802344
39_XIAOMI-MI8-LITE_S.jpg,0.720089091359737,0.7366920093725146,0.8522856677426024
14_IPHONE-7_S.jpeg,0.7494616069383545,0.7441542108012498,0.9115497366842296
138_NIKON-D3400-35MM_S.JPG,0.7680877950868137,0.7449777208922272,0.880350320129048
127_IPHONE-8_S.jpeg,0.8668513353386741,0.8243757153459295,0.9056667086898017
288_XIAOMI-REDMI-NOTE-7_S.jpg,0.4153131761475466,0.38389741656892956,0.8857129987789955
63_HUAWEI-P20_S.jpg,0.8221799808299557,0.7828880604852225,0.8752559997028954
201_IPHONE-SE_S.jpg,0.8827036242495868,0.8535924759070639,0.9014064168487402
176_HONOR-7X_S.jpg,0.8284986819677993,0.7973854586197673,0.8699106017410269
89_IPHONE-6S_S.jpeg,0.879347697602639,0.8544732457008237,0.9105496823730022
104_IPHONE-SE_S.jpg,0.8075605926747342,0.78272926330928,0.8895420205445164
324_ASUS-ZENFONE-LIVE-ZB501KL_S.jpg,0.7734093650864343,0.7748029982612789,0.8961336901255962
237_SAMSUNG-GALAXY-J5_S.jpg,0.7423578951749267,0.8066582104813932,0.8502039274475587
151_NIKON-D3400-35MM_S.JPG,0.5496945535934871,0.6083168447275564,0.871493787814348
44_SONY-XPERIA-E5_S.jpg,0.47139615227935056,0.524145726716049,0.9055857378277524
166_XIAOMI-MI8-SE_S.jpg,0.8129751040607097,0.8035748655251226,0.9045411660146057
76_HONOR-8X_S.jpg,0.5970847770747932,0.5772661316729853,0.8838358419416608
8_SAMSUNG-GALAXY-A6_S.jpg,0.6213086693523037,0.6389556173896241,0.8904698111803749
102_NIKON-D3400-35MM_S.JPG,0.8812395848191912,0.8275299036497133,0.8884779661367448
198_HUAWEI-P20-LITE_S.jpg,0.8618000375399957,0.8562085583096252,0.9078018972966518
199_CANON-6D-100MM_S.JPG,0.8177132565169783,0.804780718572076,0.8726844962601358
316_IPHONE-7_S.jpeg,0.6313942847447197,0.633519221327505,0.8694387499908595
41_XIAOMI-PROCOFONE-F1_S.jpg,0.8149758331226141,0.7897124445134907,0.8794768323762484
141_NIKON-D3400-18-55MM_S.JPG,0.7658397911041686,0.7656776784781368,0.8976925048506327
283_HONOR-10_S.jpg,0.6893443766928476,0.705389109161446,0.8653346958841864
