Image,PSNR btw Original and Blur,PSNR btw Original and Deblurred,PSNR btw Blur and Deblurred
108_XIAOMI-MI8-SE_S.jpg,78.5624194057438,78.04793382874033,79.18052079622579
184_HONOR-10_S.jpg,76.81636131211698,76.40389045679183,78.75023883949191
276_NIKON-D3400-18-55MM_S.JPG,75.763246120301,75.47018575467195,76.90217607183071
4_XIAOMI-PROCOFONE-F1_S.jpg,78.69093401502826,78.01703210162782,79.48368266313666
25_HUAWEI-Y9_S.jpg,77.12834499935622,76.58004875028715,78.92849448816223
11_XIAOMI-MI8-SE_S.jpg,79.27867667052854,78.35462395219218,79.46933188594778
207_SAMSUNG-GALAXY-J7_S.jpg,77.58479592740719,76.99311072001812,78.86872238114849
39_XIAOMI-MI8-LITE_S.jpg,76.71917012180623,76.28493375899495,77.55075538268885
14_IPHONE-7_S.jpeg,78.5439995545879,78.01517418927132,81.84973452207261
138_NIKON-D3400-35MM_S.JPG,78.44987725969004,77.49637326523052,79.20699633509766
127_IPHONE-8_S.jpeg,81.31756842898224,79.73777558582255,81.79703170927317
288_XIAOMI-REDMI-NOTE-7_S.jpg,75.56072619037703,75.15412096021235,79.84161674606364
63_HUAWEI-P20_S.jpg,79.6336485200614,78.39966407456464,79.87791819025794
201_IPHONE-SE_S.jpg,79.84225876058895,78.56566748253582,79.1597183039152
176_HONOR-7X_S.jpg,78.55658473564874,77.37413880779644,78.20365391880526
89_IPHONE-6S_S.jpeg,79.53542843456808,78.44241084676669,79.83574357135863
104_IPHONE-SE_S.jpg,79.06863982734833,78.03926376961081,79.90959901056594
324_ASUS-ZENFONE-LIVE-ZB501KL_S.jpg,77.06541417217785,76.66203635687238,78.65253499000906
237_SAMSUNG-GALAXY-J5_S.jpg,76.23142761707203,76.51953094232908,77.14248770228282
151_NIKON-D3400-35MM_S.JPG,74.51801608669469,74.54211868156665,76.25418492852451
44_SONY-XPERIA-E5_S.jpg,74.43576023828298,74.51203289959491,77.44675368918935
166_XIAOMI-MI8-SE_S.jpg,78.66185285495042,78.0101944064812,79.98325246532153
76_HONOR-8X_S.jpg,76.62152942019259,76.06101331068102,79.28384336231454
8_SAMSUNG-GALAXY-A6_S.jpg,76.61818218744499,76.52580608442854,79.61593917971423
102_NIKON-D3400-35MM_S.JPG,81.52618429714524,80.03440462841759,81.67349194643725
198_HUAWEI-P20-LITE_S.jpg,79.22187048820112,78.5074291525715,79.39346455202703
199_CANON-6D-100MM_S.JPG,78.34063703558526,77.64229102968284,78.6939725698417
316_IPHONE-7_S.jpeg,77.0051161542032,76.49732111968554,79.20861010633539
41_XIAOMI-PROCOFONE-F1_S.jpg,79.62820652412107,78.61784395365885,80.66008874409924
141_NIKON-D3400-18-55MM_S.JPG,77.59234837067397,77.05771697021662,79.03474878955316
283_HONOR-10_S.jpg,76.63970818561613,76.2269985861654,77.84091622539913
165_SAMSUNG-GALAXY-J3_S.jpg,79.0160454605961,77.73699249609821,78.82290115437394
202_HUAWEI-P20-LITE_S.jpg,77.03137395107929,76.71132488474464,78.1230681564411
259_XIAOMI-REDMI-7_S.jpg,77.60806949623901,76.98622003119412,78.53251402501942
12_SAMSUNG-GALAXY-J5_S.jpg,79.49166430212222,78.12605869417575,80.06029441585153
157_NIKON-D3400-35MM_S.JPG,75.13316349091413,75.12383580948327,77.33112143422974
90_HONOR-7X_S.jpg,78.18665170098137,77.30711908169343,78.14088848558134
169_HONOR-7X_S.jpg,77.52177679742152,76.5071816074943,77.78771522702168
185_HONOR-6X_S.jpg,75.78995711173047,75.71182861604795,78.79845264776239
263_XIAOMI-REDMI-3S_S.jpg,77.67824648963158,77.30745875032136,79.01452541431894
261_HONOR-10_S.jpg,75.1114227947401,74.98238804588019,77.69756879978313
27_HONOR-8X_S.jpg,81.48625791679179,79.27877082025344,80.59254629199734
79_HUAWEI-P30-PRO_S.jpg,77.23251842712402,76.54551625347736,78.06507355061355
